link,headline,datetime_posted,content,scraped_at,analysis_result
https://www.ndtv.com/entertainment/hania-aamir-reacts-to-indian-fans-using-vpn-to-access-her-banned-instagram-quot-ro-doongi-quot-8327292,"Hania Aamir Reacts To Indian Fans Using VPN To Access Her Banned Instagram: ""Ro Doongi""","May 04, 2025 15:43 pm IST","In response to the recent Pahalgam terror attack, the Indian government has taken a series of firm retaliatory measures against Pakistan. They have also geo-blocked the Instagram accounts of several prominent Pakistani celebrities. Popular figures likeHania Aamir, Mahira Khan,Fawad Khan, Ali Zafar and others have seen their profiles restricted in India. Indian users attempting to view these accounts read amessage: “Account not available in India. This is because we complied with a legal request to restrict this content.” Despite the restrictions, many Indian fans have found ways to stay connected with their favourite Pakistani stars. Some have turned to VPN (Virtual Private Network) services to bypass the geo-block. Hania Aamir, a beloved figure among Indian audiences for her roles inMere HumsafarandKabhi Main Kabhi Tum, has remained at the heart of this quiet digital reunion, with fans continuing to comment on her recent Instagram posts. One user wrote, ""Tension mat lijiye, humne VPN subscription liya hai apke liye (Don't worry, we've taken a VPN subscription for you)."" To which, the actress replied, “ro doongi"" (I'm gonna cry).  Another fan said, ""Hello Hania VPN ka subscription liya sirf tumhare liye. (I Have bought a VPN subscription just for you). Love from India."" Hania wrote back, ""Love You."" 25 Indian tourists and a Nepalese citizen were killed in the deadliest terror attack in Pahalgam, Jammu and Kashmir on April 22. The terror attack ignited a renewed demand to ban Pakistani artists working in India. Additionally, India downgraded diplomatic ties with Pakistan and announced a raft of measures, including the suspension of the Indus Waters Treaty of 1960 and the revocation of visa services for Pakistani nationals. In retaliation, Pakistan suspended all trade with India, including through third countries. Pakistan rejected India's suspension of the Indus Waters Treaty and said any move to stop the flow of water will be seen as an ""act of war"". Both countries have shut their airspaces for one another.  ",2025-05-04 17:02:21,Positive
https://www.ndtv.com/india-news/crpf-personnel-munir-ahmed-menal-khan-i-must-get-justice-crpf-man-sacked-over-pak-wife-has-an-appeal-for-pm-8327351,"""I Must Get Justice"": CRPF Man Sacked Over Pak Wife Has An Appeal For PM","May 04, 2025 15:42 pm IST","A day after the Central Reserve Police Force (CRPF) sacked him for ""concealing"" his marriage with a Pakistani woman and sheltering her in India beyond her visa's validity, Munir Ahmed has stressed that he was wronged and sought justice from Prime Minister Narendra Modi. Speaking to news agency ANI, Mr Ahmed said the dismissal letter said he did not inform the authorities about his wife's overstay in India after her visa expired. ""I informed, I have proof. I followed proper channels and attached documents,"" he said.  #WATCH| J&K: Munir Ahmad, a resident of Jammu, who is married to a Pakistani national, Meenal Khan, was dismissed from CRPFHe says, "" ...The reason they have told me is that I kept my wife here and did not inform the department. But, I did inform my department, I have proof, I…pic.twitter.com/4DrnYq5lUX Munir Ahmed and Menal Khan, a Pakistani national, married on a video call on May 24 last year. Munir says he informed CRPF authorities about the wedding in October. This February, Menal Khan came to India through the Wagah-Attari border and started living with Munir Ahmed. Her 15-day visa expired in March and Munir then applied for a long-term visa. A month later, New Delhi cracked down on Pakistani nationals in India in the aftermath of the Pahalgam terror attack that left 26 innocents dead. Menal Khan was about to be deported, but got last-minute relief from Jammu and Kashmir High Court. Munir said he was on leave after his wife arrived in February. ""I rejoined duty on March 23. I informed them of everything. I gave them a copy of her visa and told them about the Long Term Visa application. Then suddenly, I was transferred (to Bhopal). I was supposed to complete my posting in Jammu and Kashmir in 2027. Whenever you are transferred to another battalion, you get 15 days of joining time. I didn't get that. I was not given a train ticket either. I joined 41 Battalion and an interview was held. I told them everything about my marriage. I also wrote to the Director General about my transfer. That application is under process,"" he said. Munir said he was shocked by his dismissal from service. ""I want to appeal to Prime Minister (Narendra Modi) and Home Minister (Amit Shah) that as a jawan, I must get justice. I married in 2024 and I have been informing the department since 2022. Tell me, where is the illegality?"" he asked. CRPF officials have said Munir Ahmed has been dismissed because his actions are detrimental to national security. According to reports, he was dismissed under rules that do not require conducting an inquiry. ""Munir Ahmed has been dismissed from service with immediate effect for concealing his marriage to a Pakistani national and knowingly harbouring her beyond the validity of her visa. His actions were found to be in violation of service conduct and detrimental to national security,"" CRPF spokesperson Deputy Inspector General M Dhinakaran said.",2025-05-04 17:02:21,Positive
https://www.ndtv.com/travel/the-art-of-luxury-travel-elevating-your-journeys-with-elegance-and-comfort-8327314,The Art Of Luxury Travel: Elevating Your Journeys With Elegance and Comfort,"May 04, 2025 15:43 pm IST","In today's fast-paced world, where time is precious and experiences are currency, travel has transcended its traditional definition. It's no longer just about moving from one place to another, it's about how you get there, how it makes you feel, and the memories you create along the way. This evolution has birthed a new era: the art of luxury travel. The art of luxury travel isn't defined by extravagance alone, but by personalisation, sophistication, and the joy of unhurried moments. It's about elevating everyday journeys into unforgettable experiences that reflect individual taste, comfort, and a passion for the extraordinary. Reasons why people are increasingly renting luxury cars for travel: Travel is no longer just about arriving, it's about savouring every moment in between. Renting a luxury car elevates the experience, turning ordinary drives into extraordinary adventures. From scenic highways to bustling cityscapes, the journey becomes part of the destination when comfort and performance come together.  Also Read:5 Cruise Trips In India For A Luxurious Holiday Onboard Special trips deserve special touches. Whether it's a romantic getaway, a milestone celebration, or a solo escape, a luxury or vintage car adds an unforgettable flair. Cruising in a convertible under the stars or pulling up to a scenic lookout in a classic sedan enhances the memory, making it one-of-a-kind. For many travellers, how they travel is an extension of their lifestyle. Luxury cars offer an expression of taste and confidence. Choosing a vehicle that suits your mood or aesthetic, whether sporty, elegant, or timeless, adds a personalised dimension to the trip, making the experience feel authentically yours. Luxury car ownership comes with high costs and responsibilities. Renting offers the chance to enjoy premium vehicles without long-term obligations. Travellers can experience different models for different occasions, perhaps a performance SUV for a mountain retreat or a sleek coupe for a city stay while avoiding the hassles of upkeep. Luxury cars are designed with the traveller in mind. Features like plush interiors, advanced technology, and smooth handling create a sense of ease and relaxation on the road. For those who value privacy, space, and seamless travel, luxury rentals offer a stress-free alternative to public transportation or ride-sharing. Luxury travel is all about enhancing the experience, not just the destination. Also Read:10 Most Luxurious Resorts In The Maldives For An Opulent Escape Renting a luxury car allows travellers to enjoy every aspect of the journey, from the comfort of plush interiors to the thrill of a high-performance vehicle. It's a way to create unforgettable memories, enjoy the freedom of personal style, and savour the finer details of travel. With no long-term commitment, travellers can enjoy the perks of luxury without the responsibilities of ownership. Whether for a special occasion or a spontaneous getaway, renting a luxury car offers a stress-free, elevated experience that transforms travel into something truly remarkable. Disclaimer:The opinions expressed within this article are the personal opinions of the author. NDTV is not responsible for the accuracy, completeness, suitability, or validity of any information on this article. All information is provided on an as-is basis. The information, facts or opinions appearing in the article do not reflect the views of NDTV and NDTV does not assume any responsibility or liability for the same.",2025-05-04 17:02:25,Positive
https://www.ndtv.com/education/bureau-of-indian-standard-invites-applications-for-scientist-positions-monthly-salary-rs-1-14-lakh-8327183,"Bureau Of Indian Standards Invites Applications For Scientist Positions, Check Key Details","May 04, 2025 15:14 pm IST","BIS Recruitment 2025:The Bureau of Indian Standards (BIS) has opened applications for the recruitment of 20 Scientist B positions across various disciplines. Eligible candidates can apply online through the official website -bis.gov.in- by May 23, 2025. No other modes of application will be accepted. The online application window opened on May 3.BIS Recruitment 2025:  Vacancy Details The upper age limit is 30 years as on May 23, 2025. Age relaxation will be applicable as per government norms, with up to 5 years for SC/ST, 3 years for OBC, and up to 15 years for candidates with benchmark disabilities depending on their category. The selection will be based on: Selected candidates will receive gross monthly salary of approximately Rs 1,14,945.BIS, functioning under the Ministry of Consumer Affairs, Food and Public Distribution, is the national standards body of India, engaged in standardisation, product and system certification, hallmarking, and international certification initiatives. Candidates are advised to checkbis.gov.inregularly for updates on the recruitment process. Checkdetailed notificationhere.",2025-05-04 17:02:27,Negative
https://www.ndtv.com/world-news/minimoons-rock-circling-near-earth-could-be-a-chunk-of-the-moon-8327113,'Minimoons': Rocks Circling Near Earth Could Be A Chunk Of The Moon,"May 04, 2025 15:23 pm IST","A whole population of 'minimoons' - tiny natural satellites - may be quietly circling near Earth, scientists now believe, after discovering a second Moon-origin rock drifting close to our planet. The newly observed object, named 2024 PT5, was spotted near Earth last August and is thought to be a lunar fragment, possibly blasted off the Moon during a massive impact long ago. This makes it only the second known piece of the Moon found orbiting in near-Earth space. ""If there were only one object, that would be interesting but an outlier,"" said Teddy Kareta, a planetary scientist at Lowell Observatory in Arizona. ""If there's two, we're pretty confident that's a population."" The findings were published inThe Astrophysical Journal Lettersin January and presented in March at the 56th Lunar and Planetary Sciences Conference in Texas. 2024 PT5 stood out when it was first observed by astronomers in South Africa, thanks to its unusually slow movement, just 2 metres per second relative to Earth. That made it a promising candidate for the Mission Accessible Near-Earth Object Survey (MANOS), which focuses on finding asteroids that are easiest to reach with spacecraft.  The rock, just 26 to 39 feet (8 to 12 metres) wide, didn't look like a typical asteroid. Mr Kareta and his team believe it may have been ejected from the Moon's surface during a violent impact. The discovery suggests that other such fragments might be hiding in near-Earth space. Earth regularly travels through a cloud of debris, both natural and man-made, as it orbits the Sun. Some of it is leftover rock from the early solar system, and scientists keep a close eye on these near-Earth objects (NEOs) in case any pose a threat. Material that gets blasted off the Moon during an impact usually stays close to Earth's orbit, especially the slower pieces. 2024 PT5 was briefly called a minimoon in September because it moved alongside Earth for a short time. But it didn't stay for long and eventually drifted away. Scientists think it will come close to Earth again in 2055. Within a week of the discovery, Mr Kareta and MANOS principal investigator Nick Moskovitz turned the Lowell Discovery Telescope toward 2024 PT5. After analysing the rock in visible and near-infrared light, they found its composition closely resembled moon rocks brought back by the Apollo missions and the Soviet Luna 24 mission. ""It's like realising a crime scene has a totally new kind of evidence you didn't know you had before,"" Mr Kareta toldSpace.com. ""It might not help you solve the crime right away, but considering the importance of the task, new details to compare are always welcome."" This is only the second known lunar fragment spotted in near-Earth space. The first, called Kamo'oalewa, was discovered in 2016 and linked to the Moon in 2021.",2025-05-04 17:02:27,Positive
https://www.ndtv.com/entertainment/after-anil-kapoors-mother-nirmal-kapoors-death-aamir-khan-girlfriend-gauri-spratt-offer-condolences-to-the-actor-8327111,"After Anil Kapoor's Mother Nirmal Kapoor's Death, Aamir Khan, Girlfriend Gauri Spratt Offer Condolences To The Actor","May 04, 2025 15:05 pm IST","Aamir Khan has confirmed his relationship with Bengaluru-based Gauri Spratt. The two have known each other for over 25 years and reconnected about a year and a half ago. Since going public, Aamir and Gauri have been seen together at several events. Most recently, they visited Boney Kapoor's house in Mumbai to offer condolences after the death of his mother, Nirmal Kapoor. A moment where Aamir and Gauri were seen hugging Boney Kapoor has been widely circulated on social media. Nirmal Kapoor died on May 2 at the age of 90 at Kokilaben Dhirubhai Ambani Hospital. Her last rites were held on Saturday at Pawan Hans Crematorium in Mumbai. Several celebrities, including Karan Johar, Rani Mukerji and Farhan Akhtar, attended the funeral. A post shared by Varinder Chawla (@varindertchawla)  Aamir made their relationship public on his 60th birthday, March 13, 2025, and shared that his family supports their bond. Gauri, who owns a salon in Mumbai, has a six-year-old son and has become part of Aamir's close circle. She has also met his children. Aamir was previously married to Reena Dutta, with whom he has two children, Junaid and Ira. He later married filmmaker Kiran Rao in 2005. They have a son, Azad Rao Khan, born via surrogacy in 2011. Aamir and Kiran separated in 2021 but continue to co-parent Azad. On the work front, Aamir Khan is preparing for his return to the big screen. He was last seen in Laal Singh Chaddha in 2022. His upcoming film Sitaare Zameen Par, announced in 2023, stars Aamir alongside Genelia Deshmukh. The trailer is expected to be launched by Darsheel Safary.",2025-05-04 17:02:28,Positive
https://sports.ndtv.com/cricket/ms-dhoni-irked-by-csk-star-amid-virat-kohli-rcb-carnage-dekha-hai-kabhi-8326887,"Watch: MS Dhoni Irked By CSK Star Amid Virat Kohli, RCB Carnage: 'Dekha Hai Kabhi...'",NDTV Sports Desk,,2025-05-04 17:02:28,Neutral
https://www.ndtv.com/auto/tata-offers-discount-worth-rs-1-7-lakh-on-curvv-ev-nexon-ev-and-more-8327066,"Tata Offers Discount Worth Rs 1.7 Lakh On Curvv EV, Nexon EV And More","May 04, 2025 14:58 pm IST","Tata, the Indian automaker is working on boosting its sales numbers of its EV lineup. As part of its campaign the brand has now announced discounts on the Curvv.ev, Nexon.ev, Punch.ev and more, for the month of May. The details are provided by our dealership sources and it may vary from city to city and dealerships across the nation. Tata is offering discounts worth Rs 1.2 lakh on the MY2024 models of the Tata Punch EV. The MY2025 models of the EV get Rs 50,000 off. The Tata Punch EV is available at a starting price of Rs 9.99 lakh (ex-showroom) and goes up to Rs 14.44 lakh (ex-showroom). The Tata Tiago EV is offered with discounts worth Rs 1.3 lakh on the MY24 models. Also, the MY25 models are subjected to a discount worth Rs 50,000. The most affordable Tata EV is available at a starting price of Rs 7.99 lakh (ex-showroom). The Tata Nexon EV is tagged at a starting price of Rs 12.49 lakh (ex-showroom) and goes up to Rs 17.19 lakh (ex-showroom). In May, Tata is offering discounts worth Rs 1.4 lakh on the MY24 models of the Nexon EV, also the MY25 models get offers worth Rs 50,000 as a loyalty bonus.  The Tata Curvv EV MY2024 models get offers worth Rs 1.7 lakh, which includes Rs 30,000 as a scrappage bonus, Rs 90,000, and Rs 50,000 as a loyalty bonus. Also, the MY25 models are available with a discount worth Rs 50,000 as a loyalty bonus. Tata Curvv EV May offers",2025-05-04 17:02:29,Positive
https://www.ndtv.com/world-news/vladimir-putin-xi-jinping-russia-china-xi-jinping-to-visit-moscow-for-russias-victory-day-event-on-may-7-10-8327054,Xi Jinping To Visit Moscow For Russia's Victory Day Event On May 7-10,"May 04, 2025 14:54 pm IST","Chinese President Xi Jinping will make an official visit to Russia from May 7-10, where he will participate in celebrations of the 80th anniversary of the defeat of Nazi Germany, the Kremlin said on Sunday. In a statement on Telegram, the Kremlin said that Xi will discuss with Russian President Vladimir Putin the development of the two countries' strategic partnership, as well as signing a number of documents. ""During the talks, the main issues of further development of relations of comprehensive partnership and strategic interaction, as well as current issues on the international and regional agenda will be discussed,"" the Kremlin said. The Soviet Union lost 27 million people in World War Two but pushed Nazi forces back to Berlin, where Hitler committed suicide and the red Soviet Victory Banner was raised over the Reichstag in 1945. Several other national leaders are expected at the celebrations, including the presidents of Brazil and Serbia, and the prime minister of Slovakia.  Putin has proposed a three day ceasefire with Ukraine around the May 9 celebration, one of the most important in the Russian calendar. Responding to Moscow's offer of the three-day ceasefire, Ukrainian President Volodymyr Zelenskiy said he was ready as long as the ceasefire would be 30 days in length, something Putin had already ruled out in the near term, saying he wants a long-term settlement not a brief pause. Zelenskiy said Ukraine, given the continued war with Russia, could not guarantee the safety of any foreign dignitaries who came to Moscow for the traditional May 9 victory parade. (This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)",2025-05-04 17:02:30,Positive
https://www.ndtv.com/education/maharashtra-hsc-ssc-results-2025-to-be-declared-tomorrow-heres-how-to-check-class-10-12-scorecards-8327684,"Maharashtra HSC Results 2025 To Be Out Tomorrow At 1pm, Direct Link Here","May 04, 2025 17:00 pm IST","Maharashtra HSCResults 2025:The Maharashtra State Board of Secondary and Higher Secondary Education (MSBSHSE) will release the 2025 HSC (Class 12) exam results tomorrow at 1 pm. Once announced, students can access their results on the official board website: hscresult.mahahsscboard.in. The scorecards will also be available on: hscresult.mahahsscboard.inmsbshse.co.in digilocker.gov.inNDTV Education Exam Dates HSC (Class 12): February 11 to March 18, 2025 Both exams were conducted in offline mode. Steps to Check Maharashtra HSC Results 2025 Step 1.Visit the official result portal - hscresult.mahahsscboard.inStep 2.Click on the HSC result link on the homepageStep 3.Enter your roll number and other required detailsStep 4.View and download your result  To qualify the board exams, students must score a minimum of 35% in both theory and practical examinations. Steps To Check Maharashtra HSC Results 2025 On DigiLocker Step 1.Visit digilocker.gov.inStep 2.Select your class (10 or 12)Step 3.Enter your School Code, Roll Number, and the 6-digit Security PIN given by your schoolStep 4.Click on ""Next.""Step 5.Enter the OTP sent to your registered mobile number and click ""Submit.""Step 6.Once verified, your DigiLocker account will be activated.Step 7.Click ""Go to DigiLocker account"" to access your dashboard.Step 8.Your Maharashtra Board Result 2025 will be available under the Documents section.Step 9.If already registered, simply log in and view your results. Following the announcement of results, Maharashtra will conduct supplementary exams for students who fail in one or more subjects. Students who are unsatisfied with their scores can apply for re-evaluation or improvement by paying the applicable fee per subject. Previous Year Highlights In 2024, the HSC results were declared on May 21, while the SSC results came out on May 25. The overall pass percentage stood at 95.81% for SSC and 93.37% for HSC. Students are advised to regularly check the official websites for timely updates and announcements.",2025-05-04 17:02:03,Negative
https://www.ndtv.com/world-news/pakistan-mp-sher-afzal-khan-marwat-from-imran-khan-party-shares-exit-plan-in-case-of-war-with-india-8327610,Pak MP From Imran Khan's Party Shares Exit Plan In Case Of War With India,"May 04, 2025 16:36 pm IST","A Pakistani MP from former prime minister Imran Khan's party has revealed his exit plan in the event of an attack by India. Sher Afzal Khan Marwat, who is also a lawyer representing Mr Khan in legal cases, was responding to a question by a journalist when he shared his exfil strategy. The journalist asked the MP from Pakistan's Lakki Marwat constituency whether he would pick up a gun and go to the frontline if a war with India breaks out. ""If war breaks out, I will go to England,"" Mr Marwat replied. He is also the spokesperson of Mr Khan's party, Pakistan Tehreek-e-Insaf (PTI). Tension is high between India and Pakistan after terrorists with cross-border linkages killed 26 tourists in Jammu and Kashmir's Pahalgam last month.  India has banned all Pakistani visas and suspended the Indus Waters Treaty, among other measures, as a response to the neighbouring country's policy of sending terrorists to attack Indian forces and civilians in Jammu and Kashmir. Responding to the Pakistani leader's comments of fleeing to England, the BJP said Pakistani leaders and citizens do not trust their army, especially at a time when tension with India is rising. Pakistani ministers have already booked flights to fly out their families from the country if hostilities break out, BJP spokesperson Pradeep Bhandari told news agency ANI. ""Pakistan is convinced that it neither has trust in its army nor in its defence capabilities. Pakistani ministers have booked tickets for their families to England and other countries,"" Mr Bhandari said. ""There is a consensus in Pakistan that it cannot fight India's defence capabilities. The people of Pakistan and the entire world think that under the leadership of PM Modi, India is going to give a befitting reply to Pakistan,"" he said, referring to buzz that India is planning a strong response to the Pahalgam terror attack. #WATCH| Delhi: BJP national spokesperson Pradeep Bhandari says, ""Pakistan is convinced that it neither has trust in its Army nor in its defence capabilities. Pakistani Ministers have booked tickets for their families to England and other countries. There is a consensus in...pic.twitter.com/E0D6gAprYO India launched an airstrike on a terrorist camp in Pakistan's Balakot in February 2019 after a Pakistan-linked terrorist killed 40 Indian soldiers in a suicide bomb attack in Pulwama. In 2016, Indian special forces carried out a surgical strike against targets in Pakistan-Occupied Kashmir (PoK) across the Line of Control in response to the killing of 19 Indian soldiers at an Indian Army camp near Jammu and Kashmir's Uri.",2025-05-04 17:02:04,Positive
https://www.ndtv.com/world-news/watch-25-meter-deep-crater-at-israels-biggest-airport-after-houthi-missile-strike-8327609,Watch: 25-Meter-Deep Crater At Israel's Biggest Airport After Houthi Missile Strike,"May 04, 2025 16:52 pm IST","A ballistic missile fired by Yemen's Houthi rebels towards Israel on Sunday landed just 75 meters from Terminal 3 of Ben Gurion Airport outside Tel Aviv-- the country's biggest international airport. The missile reportedly bypassed four layers of air defence and hit a grove adjacent to an access road within the airport's perimeter--one of the country's most sensitive zones-- creating a 25-meter deep crater. Israel Defence Forces (IDF) said their several attempts to intercept the missile failed before it landed near the airport, sending a plume of smoke into the air. However, a direct hit on terminal infrastructure was averted, yet it caused panic among passengers in the terminal building. At least eight people were injured in the attack, Magen David Adom (MDA), Israel's national emergency service, said. The military released a video of the aftermath of the strike showing officers standing at the edge of a crater in an orchard, with the airport's control tower visible in the distance. 🚨 The crater that opened in the orchard near Ben Gurion Airport - following the middle hithttps://t.co/zyNL7QxESApic.twitter.com/3jM7E3EPqk  Yair Hezroni, the police's central district chief, can be heard saying in the video that ""you can see the area just behind us: a crater was formed here, several dozen metres (yards) wide and several dozen metres deep"". Meanwhile, authorities have also launched a full-scale investigation into the breach of Israel's air defence and the missile's impact site near one of the country's most sensitive zones. The Houthi missile hit just 75 meters from Terminal 3 at Ben Gurion Airport, narrowly avoiding a direct strike that could have triggered a full-scale war.This needs a powerful response.pic.twitter.com/ySGvEmnshN Israel has an elaborate system of air defences to counter missiles and drones. Known as Iron Dome, the system is designed to intercept short-range rockets, as well as shells and mortars, at ranges of between 4km and 70km from the missile launcher. Following the missile strike, Israeli Defence Minister Israel Katz issued a stark warning: ""Whoever harms us, we will strike them sevenfold."" So far, Israel has refrained from launching retaliatory strikes on Yemen despite a series of Houthi attacks, as the United States leads a broader military campaign against the Iran-backed group. Houthi leaders hailed the attack as a demonstration of their long-range strike capability. Senior Houthi official Mohammed al-Bukhaiti told Al-Araby TV that his group has ""no red lines"" in its confrontation with Israel and emphasised their ability to hit sensitive Israeli targets, The Times of Israel reported. Additionally, Houthi media chief Nasser al-Din Omar issued a warning to international airlines against flying to or from Israel, claiming such operations jeopardised aircraft safety.",2025-05-04 17:02:04,Positive
https://www.ndtv.com/india-news/parents-celebrate-son-who-failed-his-class-10-exam-in-karnataka-8327542,Parents Celebrate Son Who Failed His Class 10 Exam In Karnataka,"May 04, 2025 16:21 pm IST","It was a disappointing result. But it did not mean the end of the world. At least for the parents who chose to see the glimmer of light and kept their faith in the good old ""don't give up"" credo. Abhishek Cholachagudda, a student of Basaveshwar English Medium School in Bagalkot, Karnataka, scored only 200 marks out of 600 (around 32%) and failed in all six subjects in his 10th board exams. While his friends, on predictable lines, mocked him for failing, the student's parents stood by his side. Instead of scolding or shaming him, they cut a cake and held a small celebration to uplift his spirits. ""You may have failed in exams, but not in life. You can always try again and succeed next time,"" the parents told him. Deeply moved by his parents' support, Abhishek said, ""Even though I failed, my family encouraged me. I will again write the exam, pass, and succeed in life."" ",2025-05-04 17:02:05,Negative
https://sports.ndtv.com/cricket/is-brain-still-ticking-captain-ms-dhoni-faces-critical-questions-after-rcb-defeat-8325861,"""Is Brain Still Ticking?"": Captain MS Dhoni Faces Critical Questions After RCB Defeat",NDTV Sports Desk,,2025-05-04 17:02:14,Neutral
https://www.ndtv.com/offbeat/google-celebrates-star-wars-day-with-themed-confetti-may-the-fourth-be-with-you-8327496,"Google Celebrates Star Wars Day With Themed Confetti: ""May The Fourth Be With You""","May 04, 2025 16:32 pm IST","Every year on May 4, die-hard'Star Wars'fans across the globe celebrate Star Wars Day. For those not versed in popular culture, the 'May the Fourth be with you' catchphrase was picked as a pun by the fans, reflecting on the date (May 4), owing to a popular dialogue from the movie franchise -- ""May the Force be with you"". This year, Google is also celebrating the day by throwing confetti around the search page when a user types the term ""Star Wars"" or ""May the fourth be with you"". Characters included in the confetti include Grogu (aka Baby Yoda), Wicket the Ewok, C-3PO, R2-D2, and Stormtrooper helmets. There are also two types of lightsabers in the confetti, the signature light side blue and dark side red.  Users can share the search page experience on social media platforms and repeat the animation as many times as they like. The popular ""May the force be with you"" line is often used by Jedi masters in the movie as a sentiment of goodwill. Fans realised the phrase sounds a lot like ""May the Fourth be with you"". Therefore, the date on which ""Star Wars"" Day is celebrated every year is based solely on a pun. Many fan clubs of the popular franchise hold screenings of Star Wars films on May 4. Fans dress up as their favourite characters and get together to celebrate the movie franchise. While May 4 is associated with the Jedi phrase - May the force be with you, May 5 has come to be known as ""Revenge of the Fifth"" which is a play on Star Wars: Episode III - Revenge of the Sith. May 5 celebrates the Dark Side or the Sith lords in the Star Wars Universe. May is also a significant month for the popular franchise: the original Star Wars premiered on May 25, 1977, and its creator, George Lucas, was born on May 14.",2025-05-04 17:02:16,Positive
https://www.ndtv.com/entertainment/babil-khans-family-issues-statement-after-actor-calls-bollywood-fake-and-rude-he-was-sincerely-acknowledging-his-peers-8327495,"Babil Khan's Family Issues Statement After Actor Calls Bollywood ""Fake And Rude"": ""He Was Sincerely Acknowledging His Peers""","May 04, 2025 16:15 pm IST","Babil Khan, actor and son of late actor Irrfan Khan, recently shared a video (which was later deleted), where he appears visibly upset and in tears as he speaks about feeling alienated in the film industry. The video quickly went viral on the Internet. In the video,Babilmentions several names, including Shanaya Kapoor, Ananya Panday, Arjun Kapoor, Siddhant Chaturvedi, Raghav Juyal, Adarsh Gourav and even Arijit Singh. Now, his team and family issued a joint statement and clarified that the video was ""widely misinterpreted"". The statement read, ""Over the past few years,Babil Khanhas earned immense love and appreciation for his work, as well as for his openness about his mental health journey. Like anyone else, Babil is allowed to have difficult days - and this was one of them. We want to reassure all his well-wishers that he is safe and will be feeling better soon."" It further read, ""In the clip, Babil was sincerely acknowledging a few of his peers whom he believes are making meaningful contributions to the evolving landscape of Indian cinema. His mention of artists like Ananya Panday, Shanaya Kapoor, Siddhant Chaturvedi, Raghav Juyal, Adarsh Gourav, Arjun Kapoor, and Arijit Singh came from a place of genuine admiration - for their authenticity, passion, and efforts to restore credibility and heart in the industry.""  ""We respectfully urge media publications and the public to consider the full context of his words rather than drawing conclusions from fragmented video clips,"" the statement concluded. ICYDK, in the viral video, Babil can be heard saying, ""What I mean to say is that, I just want you guys to know that there are people like Shanaya Kapoor, Ananya Pandey and Arjun Kapoor and Siddhant Chaturvedi and Raghav Juyal and Adarsh Gourav and even... Arijit Singh? There are so, so many more names. Bollywood is so f****ed. Bollywood is so, so rude.""",2025-05-04 17:02:17,Positive
https://www.ndtv.com/india-news/youtuber-claims-top-cop-ias-officers-link-in-betting-app-scam-faces-case-8327490,"YouTuber Claims Top Cop, IAS Officers' Link In Betting App Scam, Faces Case","May 04, 2025 16:25 pm IST","The Telangana Cyber Crime Police has registered a case against YouTuber Anvesh after he alleged in a recent video that the state Director General of Police (DGP) and five IAS officers were involved in a Rs 300 crore betting app scam. On his YouTube channel ""Naa Anveshana"", Visakhapatnam-based Anvesh had posted a video in which he claimed DGP Jitender and the IAS officers accepted the amount to allow betting apps. He also accused the officials of misappropriating funds through the app, adding that the officials allowed promotion of the betting apps through advertisements on the Hyderabad Metro Rail. The other officials he named included Hyderabad Metro Rail Managing Director NVS Reddy, IAS officers Santhi Kumar, Dana Kishor and Vikas Raj. A First Information Report (FIR) against Anvesh was registered on a complaint by A Naveen Kumar, a constable working in the social media cell of Cyberabad Police Commissionerate. The police have called allegations baseless and have initiated legal action against him for disseminating unverified information.  Anvesh, who has 2.4 million subscribers on YouTube and 2 million followers on Instagram, had claimed that transactions worth Rs 1,000 crore occurred through betting apps, naming several Tollywood actors and social media influencers who were promoting and profiting from the business. Hyderabad Metro Rail Limited (HMRL) had last week removed advertisements related to betting apps from all metro premises after a Telangana High Court notice in response to a plea. The case comes months after cases were registered against actors Rana Daggubati, Vijay Devarakonda, Prakash Raj, Manchu Lakshmi, Nidhi Agarwal and 19 social media influencers for allegedly promoting betting apps.",2025-05-04 17:02:18,Positive
https://sports.ndtv.com/tennis/sania-mirzas-brutally-honest-take-on-parenthood-post-divorce-with-shoaib-malik-never-8327444,"Sania Mirza's Brutally Honest Take On Parenthood Post Divorce With Shoaib Malik: ""Never...""",NDTV Sports Desk,,2025-05-04 17:02:18,Neutral
